
OFFICIAL    2022-23 STATS:

	PLAYER	TEAM	AGE	GP	W	L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	TOV	STL	BLK	PF	FP	DD2	TD3	+/-
97	Al Horford	C	35	BOS	23	23	35.4	4.4	8.4	.523	2.0	4.3	.480	2.3	4.1	.568	.645	1.2	1.6	.778	1.5	7.8	9.3	3.3	0.8	1.3	1.3	2.8	12.0
98	Danuel House Jr.	SF	28	UTA	6	0	18.7	1.5	3.7	.409	0.3	1.7	.200	1.2	2.0	.583	.455	1.0	1.3	.750	0.3	2.5	2.8	0.7	0.0	0.2	1.0	1.2	4.3
99	Kevin Huerter	SF	23	ATL	5	5	30.8	3.4	9.4	.362	1.8	6.2	.290	1.6	3.2	.500	.457	0.6	0.8	.750	0.2	2.8	3.0	3.8	1.2	0.6	2.2	3.0	9.2
100	De'Andre Hunter	SF	24	ATL	5	5	35.0	7.8	14.0	.557	2.4	5.2	.462	5.4	8.8	.614	.643	3.2	4.0	.800	0.4	3.4	3.8	0.6	0.8	0.2	2.2	4.0	21.2
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
101	Bones Hyland	SG	21	DEN	5	0	17.4	2.6	7.2	.361	1.6	4.6	.348	1.0	2.6	.385	.472	2.4	2.8	.857	0.2	1.8	2.0	3.2	0.2	0.0	1.2	2.4	9.2
102	Serge Ibaka	C	32	MIL	6	0	3.7	0.7	2.7	.250	0.0	0.5	.000	0.7	2.2	.308	.250	0.2	0.3	.500	0.3	1.3	1.7	0.0	0.0	0.0	0.3	0.2	1.5
103	Andre Iguodala	SF	38	GSW	7	0	8.7	0.6	1.3	.444	0.1	0.4	.333	0.4	0.9	.500	.500	0.3	0.4	.667	0.4	0.6	1.0	1.7	0.0	0.3	0.6	1.6	1.6
104	Brandon Ingram	SF	24	NOP	6	6	39.3	9.3	19.7	.475	1.8	4.5	.407	7.5	15.2	.495	.521	6.5	7.8	.830	0.7	5.5	6.2	6.2	0.7	0.3	3.8	1.8	27.0
105	Kyrie Irving	PG	29	BRK	4	4	42.5	7.0	15.8	.444	2.0	5.3	.381	5.0	10.5	.476	.508	5.3	5.3	1.000	1.5	3.8	5.3	5.3	1.8	1.3	2.3	3.3	21.3
106	Jaren Jackson Jr.	PF	22	MEM	12	12	27.7	4.9	13.0	.378	2.3	6.0	.375	2.7	7.0	.381	.465	3.3	4.4	.755	2.2	4.6	6.8	0.9	0.8	2.5	1.4	4.4	15.4
107	Isaiah Joe	SG	22	PHI	7	0	2.1	0.3	0.7	.400	0.1	0.4	.333	0.1	0.3	.500	.500	0.0	0.0		0.0	0.3	0.3	0.0	0.0	0.0	0.4	0.1	0.7
108	Cameron Johnson	PF	25	PHO	13	3	24.6	3.5	7.6	.465	1.7	4.5	.373	1.8	3.1	.600	.576	2.0	2.5	.813	0.7	2.8	3.5	1.5	0.4	0.1	0.9	2.4	10.8
109	Jalen Johnson	PF	20	ATL	2	0	4.5	0.0	1.5	.000	0.0	0.5	.000	0.0	1.0	.000	.000	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
110	Nikola Jokić	C	26	DEN	5	5	34.2	12.2	21.2	.575	1.0	3.6	.278	11.2	17.6	.636	.599	5.6	6.6	.848	3.4	9.8	13.2	5.8	1.6	1.0	4.8	4.0	31.0
111	Derrick Jones Jr.	PF	24	CHI	5	0	11.8	1.4	3.4	.412	0.6	2.2	.273	0.8	1.2	.667	.500	0.4	0.6	.667	0.6	0.8	1.4	0.4	0.2	0.0	0.6	1.6	3.8
112	Herbert Jones	PF	23	NOP	6	6	37.7	3.5	7.3	.477	0.8	2.0	.417	2.7	5.3	.500	.534	2.8	3.7	.773	1.3	2.0	3.3	1.8	1.8	0.8	1.3	3.7	10.7
113	Tyus Jones	PG	25	MEM	12	3	21.8	3.3	8.3	.394	1.5	3.8	.400	1.8	4.5	.389	.485	1.2	1.3	.933	0.3	2.9	3.3	4.5	1.2	0.2	1.1	0.7	9.2
114	DeAndre Jordan	C	33	PHI	3	2	10.3	1.7	1.7	1.000	0.0	0.0		1.7	1.7	1.000	1.000	0.0	0.0		0.3	2.0	2.3	0.3	0.0	0.7	0.7	1.3	3.3
115	Maxi Kleber	PF	30	DAL	18	0	25.4	3.0	5.9	.509	1.9	4.3	.436	1.1	1.6	.714	.670	0.8	1.2	.714	0.8	3.7	4.6	1.1	0.2	0.8	0.6	2.7	8.7
116	Kevin Knox	SF	22	ATL	2	0	4.5	3.5	5.5	.636	3.0	5.0	.600	0.5	0.5	1.000	.909	1.0	1.0	1.000	0.0	1.0	1.0	0.0	1.0	0.0	1.5	0.0	11.0
117	John Konchar	SG	25	MEM	8	0	7.0	0.4	1.4	.273	0.1	0.8	.167	0.3	0.6	.400	.318	0.3	0.3	1.000	0.4	2.0	2.4	0.6	0.4	0.1	0.1	0.9	1.1
118	Furkan Korkmaz	SG	24	PHI	9	0	6.8	1.2	2.6	.478	0.4	1.1	.400	0.8	1.4	.538	.565	0.2	0.2	1.000	0.1	1.2	1.3	0.4	0.1	0.1	0.2	0.8	3.1
119	Luke Kornet	C	26	BOS	9	0	2.1	0.3	0.4	.750	0.1	0.1	1.000	0.2	0.3	.667	.875	0.0	0.0		0.1	0.4	0.6	0.1	0.0	0.0	0.1	0.1	0.8
120	Jonathan Kuminga	SF	19	GSW	16	3	8.6	1.9	3.8	.500	0.2	0.8	.231	1.7	2.9	.574	.525	1.3	1.6	.769	0.3	1.4	1.7	0.5	0.2	0.1	0.7	0.7	5.2
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
121	Zach LaVine	SG	26	CHI	4	4	38.3	6.8	15.8	.429	2.3	6.0	.375	4.5	9.8	.462	.500	3.5	3.8	.933	0.0	5.3	5.3	6.0	0.8	0.3	3.0	2.3	19.3
122	Damion Lee	SG	29	GSW	16	0	7.8	0.8	2.1	.382	0.3	1.0	.250	0.6	1.1	.500	.441	0.1	0.2	.667	0.3	1.3	1.6	0.4	0.1	0.0	0.4	0.5	2.0
123	Kevon Looney	C	25	GSW	22	13	20.4	2.6	4.0	.659	0.0	0.0		2.6	4.0	.659	.659	0.5	0.8	.611	2.9	4.8	7.6	2.2	0.4	0.5	0.9	2.3	5.8
124	Brook Lopez	C	33	MIL	12	12	27.7	4.2	8.5	.490	0.5	2.3	.214	3.7	6.2	.595	.520	1.8	1.9	.913	2.3	3.7	5.9	0.7	0.5	1.5	0.9	2.8	10.6
125	Kyle Lowry	PG	35	MIA	10	10	29.5	2.5	8.6	.291	1.3	5.4	.241	1.2	3.2	.375	.366	1.5	1.9	.789	0.3	3.3	3.6	4.7	1.2	0.7	1.9	2.9	7.8
126	Timothé Luwawu-Cabarrot	SF	26	ATL	4	0	5.5	0.5	1.0	.500	0.3	0.8	.333	0.3	0.3	1.000	.625	0.0	0.0		0.0	0.8	0.8	0.5	0.0	0.0	0.3	1.5	1.3
127	Boban Marjanović	C	33	DAL	3	0	2.0	0.3	1.3	.250	0.0	0.0		0.3	1.3	.250	.250	0.7	0.7	1.000	0.0	1.0	1.0	0.0	0.3	0.0	0.7	0.0	1.3
128	Naji Marshall	SF	24	NOP	6	0	9.3	1.2	1.7	.700	0.0	0.0		1.2	1.7	.700	.700	0.7	0.7	1.000	0.5	0.5	1.0	0.8	0.2	0.2	0.5	0.8	3.0
129	Caleb Martin	SF	26	MIA	17	0	12.3	1.9	4.7	.400	0.6	1.9	.303	1.3	2.8	.468	.463	0.1	0.4	.333	0.7	1.5	2.2	0.3	0.6	0.1	0.6	1.0	4.5
130	Wesley Matthews	SG	35	MIL	12	12	28.8	2.1	5.3	.391	1.5	3.8	.400	0.6	1.6	.368	.531	0.5	0.8	.667	0.8	2.3	3.1	1.2	0.8	0.3	0.5	2.3	6.2
131	Tyrese Maxey	PG	21	PHI	12	12	40.4	7.3	15.2	.484	2.2	5.8	.377	5.2	9.4	.549	.555	3.9	4.2	.940	0.5	3.0	3.5	3.9	0.8	0.2	1.8	2.0	20.8
132	Skylar Mays	SG	24	ATL	2	0	4.5	0.5	0.5	1.000	0.0	0.0		0.5	0.5	1.000	1.000	0.0	0.0		0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.5	1.0
133	CJ McCollum	SG	30	NOP	6	6	39.0	8.2	20.8	.392	2.8	8.5	.333	5.3	12.3	.432	.460	3.0	4.3	.692	1.8	4.8	6.7	4.8	0.7	0.8	2.5	2.5	22.2
134	Jaden McDaniels	PF	21	MIN	6	0	21.7	3.0	5.7	.529	1.7	3.3	.500	1.3	2.3	.571	.676	1.7	2.0	.833	0.8	2.0	2.8	0.7	0.3	1.8	1.0	3.0	9.3
135	JaVale McGee	C	34	PHO	12	0	11.1	2.9	4.2	.700	0.0	0.1	.000	2.9	4.1	.714	.700	0.9	1.1	.846	1.3	2.7	4.0	0.6	0.3	0.4	0.8	2.3	6.8
136	Jordan McLaughlin	PG	25	MIN	5	0	16.6	2.4	3.4	.706	0.8	1.4	.571	1.6	2.0	.800	.824	0.6	0.8	.750	0.0	2.4	2.4	3.4	1.0	0.0	0.4	1.0	6.2
137	De'Anthony Melton	SG	23	MEM	10	0	17.0	2.1	6.5	.323	1.1	4.4	.250	1.0	2.1	.476	.408	0.3	0.4	.750	0.9	2.2	3.1	1.6	1.0	0.5	1.4	0.9	5.6
138	Khris Middleton	SF	30	MIL	2	2	36.0	5.0	12.0	.417	3.0	7.0	.429	2.0	5.0	.400	.542	1.5	1.5	1.000	0.5	4.5	5.0	7.0	1.5	0.0	5.5	3.0	14.5
139	Patty Mills	SG	33	BRK	4	0	18.0	2.3	4.0	.563	1.8	3.3	.538	0.5	0.8	.667	.781	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.3	0.3	1.3	6.3
140	Paul Millsap	C	36	PHI	1	0	6.0	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
141	Shake Milton	SG	25	PHI	12	0	13.2	1.5	3.2	.474	0.7	1.3	.533	0.8	1.9	.435	.579	1.3	1.7	.800	0.3	1.3	1.6	0.9	0.5	0.3	0.4	1.1	5.0
142	Donovan Mitchell	SG	25	UTA	6	6	38.2	8.8	22.2	.398	1.7	8.0	.208	7.2	14.2	.506	.436	6.2	7.0	.881	1.0	3.3	4.3	5.7	0.7	0.5	2.7	2.3	25.5
143	Greg Monroe	C	31	MIN	2	0	3.5	1.0	2.5	.400	0.0	0.0		1.0	2.5	.400	.400	0.0	0.0		0.5	0.5	1.0	0.5	1.0	0.0	0.5	0.5	2.0
144	Moses Moody	SG	19	GSW	13	0	8.1	1.2	2.2	.536	0.5	1.0	.538	0.6	1.2	.533	.661	0.3	0.5	.667	0.2	0.5	0.6	0.3	0.2	0.2	0.2	0.3	3.2
145	Ja Morant	PG	22	MEM	9	9	37.6	9.0	20.4	.440	1.9	5.6	.340	7.1	14.9	.478	.486	7.2	9.7	.747	1.4	6.6	8.0	9.8	2.0	0.4	3.6	2.4	27.1
146	Juwan Morgan	PF	24	BOS	9	0	1.7	0.0	0.1	.000	0.0	0.1	.000	0.0	0.0		.000	0.1	0.2	.500	0.2	0.1	0.3	0.0	0.0	0.0	0.0	0.1	0.1
147	Markieff Morris	PF	32	MIA	1	0	3.0	0.0	1.0	.000	0.0	0.0		0.0	1.0	.000	.000	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0
148	Monte Morris	PG	26	DEN	5	5	31.2	5.0	10.2	.490	2.2	5.2	.423	2.8	5.0	.560	.598	1.8	2.4	.750	0.2	2.0	2.2	5.4	1.2	0.0	1.6	2.8	14.0
149	Trey Murphy III	SF	21	NOP	6	0	20.0	1.5	3.7	.409	1.5	3.2	.474	0.0	0.5	.000	.614	0.7	0.8	.800	0.5	2.0	2.5	0.5	0.5	0.2	0.2	1.5	5.2
150	Svi Mykhailiuk	SF	24	TOR	3	0	1.7	0.0	0.7	.000	0.0	0.7	.000	0.0	0.0		.000	0.3	0.3	1.000	0.0	0.3	0.3	0.0	0.0	0.0	0.0	0.3	0.3
151	Larry Nance Jr.	PF	29	NOP	6	0	21.7	3.7	6.5	.564	0.3	1.5	.222	3.3	5.0	.667	.590	1.5	1.8	.818	3.2	2.7	5.8	1.8	0.5	0.3	1.0	2.5	9.2
152	Aaron Nesmith	SF	22	BOS	15	0	3.5	0.3	1.1	.235	0.1	0.7	.091	0.2	0.4	.500	.265	0.2	0.3	.750	0.3	0.7	1.0	0.2	0.1	0.3	0.1	0.4	0.8
153	Georges Niang	PF	28	PHI	12	0	16.5	1.7	4.0	.417	1.3	3.6	.372	0.3	0.4	.800	.583	0.2	0.2	1.000	0.3	1.2	1.5	0.9	0.3	0.0	0.6	2.5	4.8
154	Zeke Nnaji	PF	21	DEN	2	0	4.5	0.5	0.5	1.000	0.5	0.5	1.000	0.0	0.0		1.500	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.5
155	Jaylen Nowell	SG	22	MIN	1	0	12.0	3.0	10.0	.300	0.0	5.0	.000	3.0	5.0	.600	.300	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	6.0
156	Frank Ntilikina	SG	23	DAL	12	0	10.4	0.7	2.0	.333	0.5	1.7	.300	0.2	0.3	.500	.458	0.1	0.1	1.000	0.2	0.8	1.0	0.8	0.7	0.1	0.5	1.6	1.9
157	Jordan Nwora	SF	23	MIL	8	0	2.5	0.3	1.1	.222	0.0	0.5	.000	0.3	0.6	.400	.222	0.0	0.3	.000	0.0	0.4	0.4	0.3	0.0	0.0	0.0	0.0	0.5
158	Royce O'Neale	SF	28	UTA	6	6	31.3	2.3	5.8	.400	1.2	4.2	.280	1.2	1.7	.700	.500	0.3	0.3	1.000	1.0	4.7	5.7	1.5	0.5	0.2	0.5	2.7	6.2
159	Josh Okogie	SG	23	MIN	1	0	2.0	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	Onyeka Okongwu	C	21	ATL	5	1	21.6	1.8	3.2	.563	0.0	0.0		1.8	3.2	.563	.563	1.6	2.0	.800	2.2	3.2	5.4	0.4	0.8	0.8	0.8	3.8	5.2
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
161	Victor Oladipo	SG	29	MIA	15	1	24.5	3.3	9.1	.368	1.1	4.1	.274	2.2	4.9	.446	.430	2.8	3.5	.792	0.3	3.1	3.4	2.1	1.3	0.3	1.7	1.9	10.6
162	Eric Paschall	PF	25	UTA	4	0	6.0	0.8	1.5	.500	0.3	0.5	.500	0.5	1.0	.500	.583	0.3	0.3	1.000	0.3	1.0	1.3	0.0	0.3	0.0	0.0	0.8	2.0
163	Chris Paul	PG	36	PHO	13	13	34.5	6.7	11.9	.561	1.5	3.8	.388	5.2	8.2	.642	.623	2.7	2.8	.946	0.5	3.6	4.2	8.3	1.5	0.2	2.4	3.1	17.5
164	Cameron Payne	PG	27	PHO	13	0	13.2	1.7	5.7	.297	0.4	2.3	.167	1.3	3.4	.386	.331	0.4	0.5	.833	0.2	1.4	1.5	2.1	0.5	0.1	1.0	1.9	4.2
165	Elfrid Payton	PG	27	PHO	2	0	4.0	1.0	1.5	.667	0.0	0.0		1.0	1.5	.667	.667	0.0	0.0		0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.0
166	Gary Payton II	SG	29	GSW	12	2	16.9	2.4	3.7	.659	0.7	1.3	.533	1.8	2.4	.724	.750	1.0	1.5	.667	1.1	2.0	3.1	1.3	1.2	0.6	0.5	1.9	6.5
167	Jordan Poole	SG	22	GSW	22	5	27.5	5.9	11.5	.508	2.3	5.8	.391	3.6	5.7	.627	.606	3.0	3.2	.915	0.5	2.4	2.8	3.8	0.8	0.4	2.4	2.8	17.0
168	Otto Porter Jr.	PF	28	GSW	19	3	19.5	2.0	4.1	.494	1.0	2.5	.404	1.0	1.6	.633	.617	0.4	0.5	.778	0.6	2.8	3.4	1.8	0.9	0.3	0.6	1.8	5.4
169	Bobby Portis	C	26	MIL	12	5	24.8	4.0	9.6	.417	1.2	3.9	.298	2.8	5.7	.500	.478	1.4	1.8	.773	2.1	7.9	10.0	0.8	0.4	0.3	1.3	2.2	10.6
170	Dwight Powell	C	30	DAL	18	18	13.8	1.2	1.9	.629	0.0	0.1	.000	1.2	1.8	.667	.629	0.8	1.3	.609	0.9	1.7	2.6	0.2	0.2	0.3	0.5	2.2	3.2
171	Taurean Prince	PF	27	MIN	5	0	13.0	2.0	5.4	.370	0.8	2.8	.286	1.2	2.6	.462	.444	1.2	1.4	.857	0.2	1.4	1.6	1.2	0.4	0.2	0.8	1.0	6.0
172	Payton Pritchard	PG	24	BOS	24	0	12.9	1.8	4.3	.422	1.0	3.0	.333	0.8	1.3	.633	.539	0.2	0.3	.667	0.4	1.5	1.9	1.6	0.3	0.1	0.4	1.0	4.8
173	Paul Reed	C	22	PHI	12	0	11.7	1.6	3.0	.528	0.2	0.3	.667	1.4	2.8	.515	.556	0.3	0.6	.571	1.8	2.0	3.8	0.8	0.8	0.5	0.8	2.4	3.7
174	Naz Reid	C	22	MIN	5	0	10.8	1.4	3.4	.412	0.6	1.4	.429	0.8	2.0	.400	.500	1.4	1.4	1.000	0.4	2.4	2.8	0.0	0.2	1.2	1.0	2.8	4.8
175	Austin Rivers	SG	29	DEN	5	0	21.6	1.6	3.6	.444	0.8	2.4	.333	0.8	1.2	.667	.556	0.2	0.2	1.000	0.0	0.6	0.6	1.2	1.4	0.2	0.8	3.0	4.2
176	Duncan Robinson	SG	27	MIA	13	0	12.2	1.9	4.4	.439	1.4	3.6	.383	0.5	0.8	.700	.596	0.4	0.5	.833	0.2	1.6	1.8	0.4	0.3	0.1	0.2	1.7	5.6
177	D'Angelo Russell	PG	25	MIN	6	6	32.7	4.0	12.0	.333	2.0	5.2	.387	2.0	6.8	.293	.417	2.0	2.7	.750	0.0	2.5	2.5	6.7	1.5	0.0	2.8	2.8	12.0
178	Landry Shamet	SG	24	PHO	12	0	16.0	1.6	4.0	.396	0.8	2.2	.346	0.8	1.8	.455	.490	0.4	0.6	.714	0.3	1.4	1.7	1.3	0.5	0.0	0.6	0.8	4.3
179	Day'Ron Sharpe	PF	20	BRK	1	0	0.0	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	Pascal Siakam	PF	27	TOR	6	6	43.3	8.5	17.8	.477	0.7	2.8	.235	7.8	15.0	.522	.495	5.2	6.0	.861	1.3	5.8	7.2	5.8	1.2	1.0	2.2	4.0	22.8
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
181	Marcus Smart	PG	27	BOS	21	21	36.2	5.4	13.3	.405	2.3	6.5	.350	3.1	6.8	.458	.491	2.4	3.0	.806	1.0	3.6	4.5	5.9	1.2	0.2	2.5	3.4	15.4
182	Jaden Springer	SG	19	PHI	5	0	2.6	0.6	1.2	.500	0.0	0.2	.000	0.6	1.0	.600	.500	0.0	0.0		0.0	0.8	0.8	0.4	0.0	0.0	0.0	0.2	1.2
183	Nik Stauskas	SG	28	BOS	13	0	1.8	0.2	0.9	.250	0.2	0.8	.300	0.0	0.2	.000	.375	0.3	0.3	1.000	0.0	0.3	0.3	0.3	0.0	0.0	0.0	0.0	1.0
184	Max Strus	SF	25	MIA	18	18	29.1	3.8	10.1	.374	2.6	7.9	.331	1.2	2.2	.525	.503	0.7	1.0	.722	0.8	3.2	4.1	2.1	0.8	0.4	1.1	3.1	10.9
185	Jayson Tatum	SF	23	BOS	24	24	41.0	8.4	19.7	.426	3.2	8.2	.393	5.2	11.5	.449	.507	5.7	7.1	.800	1.0	5.7	6.7	6.2	1.2	0.9	4.2	3.0	25.6
186	Garrett Temple	SG	35	NOP	1	0	2.0	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
187	Daniel Theis	C	29	BOS	16	5	12.5	1.9	3.2	.588	0.2	0.9	.214	1.7	2.3	.730	.618	0.4	0.5	.750	0.8	2.4	3.3	0.7	0.3	0.5	0.7	1.6	4.3
188	Cam Thomas	SG	20	BRK	1	0	0.0	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
189	Klay Thompson	SG	31	GSW	22	22	36.0	7.2	16.7	.429	3.5	9.1	.385	3.7	7.6	.482	.534	1.2	1.4	.867	0.3	3.6	3.9	2.3	1.1	0.7	1.3	2.1	19.0
190	Tristan Thompson	PF	30	CHI	5	0	7.6	0.4	1.0	.400	0.0	0.0		0.4	1.0	.400	.400	0.0	0.0		0.4	1.2	1.6	0.4	0.2	0.0	1.0	0.8	0.8
191	Matisse Thybulle	SG	24	PHI	9	0	15.2	1.2	2.7	.458	0.4	1.6	.286	0.8	1.1	.700	.542	0.1	0.3	.333	0.2	0.8	1.0	0.4	0.8	0.8	0.2	1.7	3.0
192	Xavier Tillman Sr.	PF	23	MEM	9	6	15.4	2.0	2.8	.720	0.1	0.2	.500	1.9	2.6	.739	.740	0.3	0.7	.500	1.4	1.9	3.3	0.7	0.7	0.1	1.1	1.8	4.4
193	Juan Toscano-Anderson	SF	28	GSW	14	0	3.5	0.3	0.7	.400	0.1	0.4	.400	0.1	0.4	.400	.500	0.1	0.2	.333	0.0	0.7	0.7	0.6	0.1	0.1	0.6	0.2	0.8
194	Karl-Anthony Towns	C	26	MIN	6	6	37.0	6.5	13.3	.488	1.7	3.7	.455	4.8	9.7	.500	.550	7.2	8.3	.860	1.8	9.0	10.8	2.2	0.7	2.0	4.5	4.2	21.8
195	Gary Trent Jr.	SG	23	TOR	6	6	33.2	5.2	13.7	.378	2.2	6.5	.333	3.0	7.2	.419	.457	2.8	3.2	.895	0.2	1.5	1.7	1.3	1.0	0.5	0.5	1.8	15.3
196	P.J. Tucker	PF	36	MIA	18	18	28.3	3.0	6.1	.495	1.3	2.8	.451	1.7	3.2	.534	.601	0.6	0.9	.688	1.9	3.7	5.7	1.8	0.8	0.3	0.7	2.8	7.9
197	Rayjon Tucker	SG	24	MIL	8	0	2.4	0.1	0.4	.333	0.0	0.1	.000	0.1	0.3	.500	.333	0.0	0.0		0.1	0.3	0.4	0.0	0.0	0.0	0.0	0.3	0.3
198	Jonas Valančiūnas	C	29	NOP	6	6	29.2	5.5	11.3	.485	0.2	1.0	.167	5.3	10.3	.516	.493	3.3	4.3	.769	5.5	8.8	14.3	3.0	0.7	0.2	2.0	2.8	14.5
199	Jarred Vanderbilt	PF	22	MIN	6	6	21.5	2.2	4.5	.481	0.0	0.0		2.2	4.5	.481	.481	1.2	1.7	.700	2.0	5.2	7.2	0.7	1.2	0.3	0.8	2.7	5.5
200	Fred VanVleet	PG	27	TOR	4	4	35.0	4.8	13.5	.352	3.0	9.0	.333	1.8	4.5	.389	.463	1.3	1.5	.833	0.5	2.5	3.0	6.3	1.8	1.0	1.0	3.0	13.8
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
201	Luca Vildoza	PG	26	MIL	7	0	2.4	0.3	0.9	.333	0.1	0.7	.200	0.1	0.1	1.000	.417	0.0	0.0		0.1	0.1	0.3	0.6	0.3	0.0	0.0	0.3	0.7
202	Gabe Vincent	PG	25	MIA	18	8	23.5	2.8	7.3	.382	1.4	4.5	.309	1.4	2.8	.500	.477	1.1	1.1	.950	0.2	1.8	1.9	3.2	0.8	0.3	1.4	2.3	8.0
203	Nikola Vučević	C	31	CHI	5	5	36.2	8.0	18.2	.440	2.6	8.4	.310	5.4	9.8	.551	.511	0.8	1.0	.800	2.8	9.6	12.4	3.2	0.4	1.2	1.6	2.8	19.4
204	Ish Wainright	PF	27	PHO	7	0	3.7	0.7	1.7	.417	0.4	0.9	.500	0.3	0.9	.333	.542	0.0	0.0		1.0	0.6	1.6	0.1	0.1	0.1	0.4	0.3	1.9
205	Yuta Watanabe	SF	27	TOR	4	0	2.5	0.5	1.5	.333	0.0	0.3	.000	0.5	1.3	.400	.333	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	1.0
206	Coby White	PG	21	CHI	5	0	19.6	3.0	9.0	.333	1.6	5.8	.276	1.4	3.2	.438	.422	0.8	1.0	.800	0.0	3.4	3.4	1.8	0.2	0.0	1.2	1.0	8.4
207	Derrick White	SG	27	BOS	23	3	25.4	2.8	7.7	.364	1.1	3.6	.313	1.7	4.0	.409	.438	1.8	2.2	.824	0.3	2.7	3.0	2.7	0.9	0.6	1.3	2.0	8.5
208	Hassan Whiteside	C	32	UTA	6	0	10.8	0.8	2.0	.417	0.0	0.0		0.8	2.0	.417	.417	0.2	0.7	.250	1.3	3.8	5.2	0.0	0.3	1.3	0.0	1.5	1.8
209	Andrew Wiggins	SF	26	GSW	22	22	34.9	6.5	13.9	.469	1.6	4.8	.333	4.9	9.1	.540	.526	1.9	3.0	.646	2.5	5.0	7.5	1.8	1.0	1.0	1.4	2.5	16.5
210	Grant Williams	PF	23	BOS	24	5	27.3	2.7	6.3	.433	1.5	3.7	.393	1.3	2.5	.492	.550	1.8	2.2	.808	1.0	2.8	3.8	0.8	0.3	0.8	0.8	3.5	8.6
211	Patrick Williams	PF	20	CHI	5	5	30.6	4.4	9.4	.468	1.4	4.2	.333	3.0	5.2	.577	.543	1.6	2.2	.727	1.2	4.2	5.4	0.8	1.0	0.6	1.4	3.0	11.8
212	Robert Williams	C	24	BOS	17	15	23.2	3.1	4.6	.679	0.0	0.1	.000	3.1	4.5	.688	.679	1.5	1.6	.893	2.5	3.6	6.2	1.0	0.7	2.2	0.6	2.0	7.7
213	Ziaire Williams	SF	20	MEM	10	1	16.8	2.3	5.2	.442	1.1	3.6	.306	1.2	1.6	.750	.548	1.2	1.3	.923	0.4	1.2	1.6	0.5	0.5	0.0	0.2	1.4	6.9
214	Delon Wright	SG	29	ATL	5	0	27.4	3.0	5.8	.517	1.0	2.6	.385	2.0	3.2	.625	.603	1.2	1.8	.667	2.2	2.6	4.8	2.8	0.8	0.2	1.0	0.4	8.2
215	Thaddeus Young	PF	33	TOR	6	0	14.5	1.5	3.0	.500	0.2	1.2	.143	1.3	1.8	.727	.528	0.2	0.7	.250	1.2	1.8	3.0	1.7	0.8	0.2	0.5	1.3	3.3
216	Trae Young	PG	23	ATL	5	5	37.2	4.4	13.8	.319	1.4	7.6	.184	3.0	6.2	.484	.370	5.2	6.6	.788	1.0	4.0	5.0	6.0	0.6	0.0	6.2	2.6	15.4
